team_abbreviation,game_date,wl,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,over_100
BKN,2023-11-06,L,241,125,49,101,0.485,16,45,0.356,11,13,0.846,S
GSW,2023-11-06,W,240,120,46,97,0.474,12,41,0.293,16,21,0.762,S
IND,2023-11-06,W,240,152,55,95,0.579,20,38,0.526,22,23,0.957,S
DAL,2023-11-06,W,239,117,41,82,0.5,15,40,0.375,20,28,0.714,S
MIL,2023-11-06,W,238,129,46,96,0.479,16,48,0.333,21,24,0.875,S
LAC,2023-11-06,L,238,97,36,73,0.493,11,32,0.344,14,16,0.875,N
UTA,2023-11-06,L,241,113,41,86,0.477,16,43,0.372,15,17,0.882,S
ORL,2023-11-06,L,240,102,40,85,0.471,8,27,0.296,14,18,0.778,S
NYK,2023-11-06,W,240,111,41,88,0.466,12,31,0.387,17,18,0.944,S
MIN,2023-11-06,W,265,114,44,85,0.518,13,37,0.351,13,25,0.52,S
SAC,2023-11-06,L,239,97,36,81,0.444,14,40,0.35,11,20,0.55,N
HOU,2023-11-06,W,242,122,43,75,0.573,15,31,0.484,21,27,0.778,S
DET,2023-11-06,L,240,109,38,80,0.475,13,30,0.433,20,21,0.952,S
LAL,2023-11-06,L,239,107,44,81,0.543,8,26,0.308,11,14,0.786,S
MEM,2023-11-05,W,240,112,45,89,0.506,13,32,0.406,9,13,0.692,S
TOR,2023-11-05,W,264,123,44,97,0.454,19,48,0.396,16,26,0.615,S
CLE,2023-11-05,W,240,115,41,83,0.494,11,37,0.297,22,28,0.786,S
DAL,2023-11-05,W,239,124,43,91,0.473,14,42,0.333,24,32,0.75,S
POR,2023-11-05,L,239,100,37,95,0.389,14,45,0.311,12,15,0.8,N
PHX,2023-11-05,W,243,120,43,86,0.5,8,21,0.381,26,29,0.897,S
SAS,2023-11-05,L,266,116,48,96,0.5,10,32,0.313,10,13,0.769,S
CHA,2023-11-05,L,240,118,49,99,0.495,8,30,0.267,12,21,0.571,S
DET,2023-11-05,L,240,106,43,87,0.494,8,23,0.348,12,14,0.857,S
GSW,2023-11-05,L,240,104,34,94,0.362,16,41,0.39,20,30,0.667,S
LAL,2023-11-04,L,239,101,37,84,0.44,8,30,0.267,19,21,0.905,S
BKN,2023-11-04,L,240,114,43,100,0.43,17,52,0.327,11,17,0.647,S
NOP,2023-11-04,L,240,105,40,84,0.476,8,31,0.258,17,21,0.81,S
DEN,2023-11-04,W,239,123,42,81,0.519,16,36,0.444,23,30,0.767,S
HOU,2023-11-04,W,239,107,40,87,0.46,13,36,0.361,14,20,0.7,S
IND,2023-11-04,L,241,124,45,93,0.484,22,45,0.489,12,16,0.75,S
PHI,2023-11-04,W,239,112,43,90,0.478,11,30,0.367,15,18,0.833,S
ATL,2023-11-04,W,241,123,45,93,0.484,14,41,0.341,19,24,0.792,S
MIN,2023-11-04,W,242,123,45,81,0.556,9,24,0.375,24,31,0.774,S
BOS,2023-11-04,W,240,124,43,90,0.478,15,45,0.333,23,27,0.852,S
CHI,2023-11-04,L,240,101,39,86,0.453,7,26,0.269,16,23,0.696,S
ORL,2023-11-04,W,240,120,46,101,0.455,12,33,0.364,16,19,0.842,S
CHA,2023-11-04,W,240,125,47,88,0.534,8,20,0.4,23,23,1.0,S
SAC,2023-11-04,L,240,89,32,84,0.381,11,41,0.268,14,19,0.737,N
UTA,2023-11-04,L,241,95,35,91,0.385,12,43,0.279,13,17,0.765,N
PHX,2023-11-04,L,241,100,32,89,0.36,9,35,0.257,27,33,0.818,N
DEN,2023-11-03,W,241,125,49,93,0.527,13,30,0.433,14,19,0.737,S
OKC,2023-11-03,L,239,139,50,83,0.602,15,29,0.517,24,30,0.8,S
DAL,2023-11-03,L,240,114,41,86,0.477,17,42,0.405,15,17,0.882,S
GSW,2023-11-03,W,241,141,49,92,0.533,18,40,0.45,25,30,0.833,S
POR,2023-11-03,W,264,115,39,96,0.406,9,32,0.281,28,36,0.778,S
MEM,2023-11-03,L,265,113,47,96,0.49,10,35,0.286,9,13,0.692,S
BKN,2023-11-03,W,240,109,44,96,0.458,18,45,0.4,3,5,0.6,S
MIL,2023-11-03,W,241,110,35,82,0.427,20,39,0.513,20,28,0.714,S
MIA,2023-11-03,W,242,121,48,80,0.6,13,27,0.481,12,14,0.857,S
CLE,2023-11-03,L,240,116,44,84,0.524,8,28,0.286,20,25,0.8,S
NYK,2023-11-03,L,240,105,38,96,0.396,10,39,0.256,19,25,0.76,S
IND,2023-11-03,W,239,121,45,86,0.523,15,31,0.484,16,24,0.667,S
CHI,2023-11-03,L,238,107,43,89,0.483,11,28,0.393,10,14,0.714,S
WAS,2023-11-03,L,239,114,46,81,0.568,13,28,0.464,9,17,0.529,S
PHI,2023-11-02,W,240,114,42,92,0.457,9,25,0.36,21,25,0.84,S
NOP,2023-11-02,W,239,125,39,80,0.488,14,32,0.438,33,35,0.943,S
PHX,2023-11-02,L,241,121,43,80,0.538,16,32,0.5,19,26,0.731,S
DET,2023-11-02,L,241,116,41,94,0.436,13,38,0.342,21,26,0.808,S
ORL,2023-11-02,W,240,115,39,85,0.459,10,29,0.345,27,36,0.75,S
TOR,2023-11-02,L,240,99,38,79,0.481,10,28,0.357,13,19,0.684,N
UTA,2023-11-02,L,241,113,41,89,0.461,12,33,0.364,19,26,0.731,S
SAS,2023-11-02,W,239,132,51,98,0.52,18,37,0.486,12,13,0.923,S
LAL,2023-11-01,W,266,130,46,90,0.511,11,32,0.344,27,36,0.75,S
SAC,2023-11-01,L,240,101,36,88,0.409,11,35,0.314,18,23,0.783,S
WAS,2023-11-01,L,240,121,51,101,0.505,10,40,0.25,9,14,0.643,S
UTA,2023-11-01,W,239,133,47,87,0.54,22,43,0.512,17,24,0.708,S
CLE,2023-11-01,W,241,95,32,74,0.432,12,32,0.375,19,20,0.95,N
DEN,2023-11-01,L,240,89,38,96,0.396,6,33,0.182,7,10,0.7,N
OKC,2023-11-01,L,240,106,38,88,0.432,7,34,0.206,23,25,0.92,S
NYK,2023-11-01,L,240,89,32,92,0.348,5,30,0.167,20,30,0.667,N
MIL,2023-11-01,L,242,111,35,76,0.461,13,34,0.382,28,38,0.737,S
IND,2023-11-01,L,241,104,46,101,0.455,5,37,0.135,7,12,0.583,S
TOR,2023-11-01,W,240,130,51,91,0.56,15,38,0.395,13,14,0.929,S
MIN,2023-11-01,W,239,110,38,83,0.458,8,21,0.381,26,27,0.963,S
CHI,2023-11-01,L,240,105,42,89,0.472,11,33,0.333,10,11,0.909,S
DAL,2023-11-01,W,237,114,37,81,0.457,20,48,0.417,20,28,0.714,S
BKN,2023-11-01,W,242,109,37,82,0.451,16,36,0.444,19,26,0.731,S
CHA,2023-11-01,L,239,119,45,90,0.5,11,27,0.407,18,25,0.72,S
DET,2023-11-01,L,239,101,40,90,0.444,11,29,0.379,10,11,0.909,S
MEM,2023-11-01,L,241,109,35,96,0.365,14,54,0.259,25,32,0.781,S
HOU,2023-11-01,W,239,128,44,84,0.524,21,37,0.568,19,23,0.826,S
NOP,2023-11-01,W,239,110,40,102,0.392,13,42,0.31,17,29,0.586,S
LAC,2023-11-01,L,266,125,47,99,0.475,14,34,0.412,17,27,0.63,S
BOS,2023-11-01,W,239,155,54,95,0.568,20,35,0.571,27,28,0.964,S
MIA,2023-11-01,L,240,105,39,91,0.429,13,38,0.342,14,18,0.778,S
GSW,2023-11-01,W,239,102,39,81,0.481,11,31,0.355,13,15,0.867,S
ATL,2023-11-01,W,241,130,46,92,0.5,9,32,0.281,29,32,0.906,S
POR,2023-11-01,W,239,110,38,81,0.469,7,20,0.35,27,33,0.818,S
NYK,2023-10-31,W,240,109,38,86,0.442,13,34,0.382,20,25,0.8,S
CLE,2023-10-31,L,240,91,36,92,0.391,10,38,0.263,9,12,0.75,N
LAC,2023-10-31,W,240,118,44,89,0.494,14,31,0.452,16,23,0.696,S
PHX,2023-10-31,L,239,114,42,83,0.506,18,39,0.462,12,15,0.8,S
SAS,2023-10-31,W,239,115,43,92,0.467,14,37,0.378,15,20,0.75,S
ORL,2023-10-31,L,241,102,38,81,0.469,7,30,0.233,19,33,0.576,S
BOS,2023-10-30,W,243,126,51,102,0.5,19,53,0.358,5,7,0.714,S
GSW,2023-10-30,W,242,130,51,98,0.52,15,41,0.366,13,20,0.65,S
UTA,2023-10-30,L,241,102,42,98,0.429,11,37,0.297,7,15,0.467,S
BKN,2023-10-30,W,240,133,49,87,0.563,12,33,0.364,23,32,0.719,S
ORL,2023-10-30,L,238,103,38,95,0.4,14,35,0.4,13,18,0.722,S
LAL,2023-10-30,W,239,106,42,79,0.532,8,27,0.296,14,18,0.778,S
OKC,2023-10-30,W,240,124,44,83,0.53,13,29,0.448,23,28,0.821,S
WAS,2023-10-30,L,242,107,39,87,0.448,11,36,0.306,18,26,0.692,S
MIL,2023-10-30,W,240,122,44,87,0.506,12,37,0.324,22,30,0.733,S
DEN,2023-10-30,W,240,110,47,84,0.56,9,28,0.321,7,17,0.412,S
POR,2023-10-30,W,239,99,38,85,0.447,11,35,0.314,12,15,0.8,N
MIN,2023-10-30,L,240,113,44,90,0.489,16,33,0.485,9,15,0.6,S
TOR,2023-10-30,L,239,91,38,94,0.404,4,29,0.138,11,15,0.733,N
IND,2023-10-30,L,240,105,36,88,0.409,12,46,0.261,21,25,0.84,S
DET,2023-10-30,L,239,112,39,91,0.429,15,28,0.536,19,24,0.792,S
MEM,2023-10-30,L,240,110,42,92,0.457,14,37,0.378,12,20,0.6,S
DAL,2023-10-30,W,240,125,42,84,0.5,23,47,0.489,18,24,0.75,S
ATL,2023-10-30,W,238,127,48,86,0.558,14,30,0.467,17,18,0.944,S
NOP,2023-10-30,L,239,102,38,93,0.409,10,39,0.256,16,26,0.615,S
MIA,2023-10-30,L,240,114,41,86,0.477,13,34,0.382,19,20,0.95,S
CHI,2023-10-30,W,240,112,40,87,0.46,6,17,0.353,26,31,0.839,S
CHA,2023-10-30,L,240,121,47,96,0.49,8,31,0.258,19,20,0.95,S
MIL,2023-10-29,L,240,110,39,86,0.453,16,44,0.364,16,20,0.8,S
GSW,2023-10-29,W,239,106,35,81,0.432,18,45,0.4,18,23,0.783,S
OKC,2023-10-29,L,241,95,37,90,0.411,6,32,0.188,15,18,0.833,N
SAC,2023-10-29,W,264,132,49,104,0.471,17,48,0.354,17,24,0.708,S
PHI,2023-10-29,W,242,126,40,82,0.488,11,28,0.393,35,40,0.875,S
SAS,2023-10-29,L,240,83,30,80,0.375,11,33,0.333,12,16,0.75,N
DEN,2023-10-29,W,241,128,53,88,0.602,11,27,0.407,11,13,0.846,S
LAL,2023-10-29,L,266,127,43,98,0.439,15,45,0.333,26,34,0.765,S
POR,2023-10-29,L,243,98,36,94,0.383,7,31,0.226,19,22,0.864,N
ATL,2023-10-29,W,241,127,47,93,0.505,15,37,0.405,18,22,0.818,S
LAC,2023-10-29,W,241,123,47,91,0.516,16,42,0.381,13,21,0.619,S
HOU,2023-10-29,L,240,95,34,90,0.378,9,33,0.273,18,19,0.947,N
CHI,2023-10-28,L,239,102,39,93,0.419,11,28,0.393,13,16,0.813,S
CLE,2023-10-28,L,241,113,43,99,0.434,12,31,0.387,15,24,0.625,S
PHX,2023-10-28,W,241,126,45,85,0.529,10,37,0.27,26,28,0.929,S
WAS,2023-10-28,W,240,113,40,93,0.43,16,46,0.348,17,22,0.773,S
NYK,2023-10-28,L,242,87,33,90,0.367,7,37,0.189,14,18,0.778,N
MEM,2023-10-28,L,240,106,39,91,0.429,19,47,0.404,9,9,1.0,S
NOP,2023-10-28,W,241,96,40,87,0.46,9,33,0.273,7,16,0.438,N
UTA,2023-10-28,L,239,104,40,91,0.44,12,37,0.324,12,14,0.857,S
DET,2023-10-28,W,242,118,45,86,0.523,12,28,0.429,16,20,0.8,S
MIN,2023-10-28,W,240,106,44,86,0.512,12,34,0.353,6,8,0.75,S
PHI,2023-10-28,W,241,114,43,86,0.5,10,28,0.357,18,21,0.857,S
TOR,2023-10-28,L,240,107,38,87,0.437,17,32,0.531,14,19,0.737,S
IND,2023-10-28,W,240,125,48,98,0.49,15,38,0.395,14,17,0.824,S
MIA,2023-10-28,L,240,90,35,87,0.402,12,38,0.316,8,14,0.571,N
CLE,2023-10-27,L,240,105,38,92,0.413,12,45,0.267,17,23,0.739,S
MEM,2023-10-27,L,239,104,37,85,0.435,10,33,0.303,20,24,0.833,S
CHI,2023-10-27,W,264,104,37,99,0.374,8,39,0.205,22,28,0.786,S
SAS,2023-10-27,W,264,126,46,94,0.489,13,42,0.31,21,28,0.75,S
SAC,2023-10-27,L,240,114,41,94,0.436,12,40,0.3,20,29,0.69,S
NYK,2023-10-27,W,240,126,43,90,0.478,20,44,0.455,20,28,0.714,S
UTA,2023-10-27,W,241,120,42,96,0.438,16,41,0.39,20,22,0.909,S
OKC,2023-10-27,W,239,108,40,87,0.46,13,26,0.5,15,19,0.789,S
POR,2023-10-27,L,240,97,35,88,0.398,9,32,0.281,18,21,0.857,N
BKN,2023-10-27,L,238,120,45,92,0.489,21,43,0.488,9,10,0.9,S
DAL,2023-10-27,W,240,125,44,91,0.484,15,36,0.417,22,28,0.786,S
ORL,2023-10-27,W,240,102,36,79,0.456,9,28,0.321,21,32,0.656,S
TOR,2023-10-27,L,266,103,39,84,0.464,9,36,0.25,16,25,0.64,S
HOU,2023-10-27,L,266,122,52,100,0.52,8,32,0.25,10,20,0.5,S
ATL,2023-10-27,L,240,120,42,87,0.483,12,32,0.375,24,30,0.8,S
DET,2023-10-27,W,240,111,40,88,0.455,10,30,0.333,21,25,0.84,S
DEN,2023-10-27,W,240,108,41,88,0.466,14,37,0.378,12,18,0.667,S
GSW,2023-10-27,W,240,122,48,87,0.552,14,32,0.438,12,14,0.857,S
MIA,2023-10-27,L,240,111,38,89,0.427,16,33,0.485,19,23,0.826,S
BOS,2023-10-27,W,239,119,45,95,0.474,16,39,0.41,13,19,0.684,S
CHA,2023-10-27,L,240,99,33,88,0.375,7,28,0.25,26,34,0.765,N
LAC,2023-10-27,L,240,118,41,77,0.532,14,35,0.4,22,28,0.786,S
PHX,2023-10-26,L,240,95,34,81,0.42,9,31,0.29,18,23,0.783,N
PHI,2023-10-26,L,241,117,41,80,0.513,16,35,0.457,19,28,0.679,S
LAL,2023-10-26,W,239,100,36,84,0.429,5,29,0.172,23,29,0.793,N
MIL,2023-10-26,W,239,118,41,81,0.506,11,30,0.367,25,36,0.694,S
MIA,2023-10-25,W,241,103,37,92,0.402,8,22,0.364,21,26,0.808,S
DAL,2023-10-25,W,241,126,47,99,0.475,15,47,0.319,17,23,0.739,S
ORL,2023-10-25,W,241,116,42,87,0.483,9,34,0.265,23,26,0.885,S
CHA,2023-10-25,W,240,116,43,86,0.5,11,37,0.297,19,26,0.731,S
CLE,2023-10-25,W,241,114,44,94,0.468,17,43,0.395,9,10,0.9,S
MEM,2023-10-25,L,241,104,38,91,0.418,12,43,0.279,16,20,0.8,S
NOP,2023-10-25,W,240,111,40,85,0.471,14,32,0.438,17,22,0.773,S
IND,2023-10-25,W,240,143,56,107,0.523,20,43,0.465,11,12,0.917,S
DET,2023-10-25,L,241,102,41,92,0.446,11,32,0.344,9,15,0.6,S
UTA,2023-10-25,L,239,114,41,91,0.451,9,28,0.321,23,31,0.742,S
SAC,2023-10-25,W,239,130,47,102,0.461,19,51,0.373,17,20,0.85,S
WAS,2023-10-25,L,238,120,44,96,0.458,9,24,0.375,23,29,0.793,S
TOR,2023-10-25,W,241,97,36,90,0.4,14,35,0.4,11,16,0.688,N
SAS,2023-10-25,L,240,119,46,89,0.517,11,35,0.314,16,22,0.727,S
POR,2023-10-25,L,239,111,44,93,0.473,10,32,0.313,13,17,0.765,S
CHI,2023-10-25,L,242,104,39,94,0.415,12,42,0.286,14,18,0.778,S
MIN,2023-10-25,L,240,94,34,100,0.34,8,31,0.258,18,22,0.818,N
BKN,2023-10-25,L,240,113,42,84,0.5,9,27,0.333,20,26,0.769,S
BOS,2023-10-25,W,241,108,37,77,0.481,12,39,0.308,22,26,0.846,S
NYK,2023-10-25,L,239,104,36,97,0.371,18,41,0.439,14,26,0.538,S
ATL,2023-10-25,L,240,110,39,93,0.419,5,29,0.172,27,33,0.818,S
HOU,2023-10-25,L,240,86,32,79,0.405,12,34,0.353,10,16,0.625,N
OKC,2023-10-25,W,242,124,45,82,0.549,19,39,0.487,15,18,0.833,S
LAC,2023-10-25,W,242,123,47,90,0.522,16,34,0.471,13,16,0.813,S
GSW,2023-10-24,L,240,104,36,101,0.356,10,43,0.233,22,28,0.786,S
LAL,2023-10-24,L,239,107,41,90,0.456,10,29,0.345,15,20,0.75,S
PHX,2023-10-24,W,241,108,42,95,0.442,11,33,0.333,13,17,0.765,S
DEN,2023-10-24,W,240,119,48,91,0.527,14,34,0.412,9,12,0.75,S
