team_abbreviation,game_date,wl,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,over_100
LAC,2024-01-14,L,240,105,36,83,0.434,17,39,0.436,16,18,0.889,S
CHA,2024-01-14,L,239,87,33,95,0.347,10,41,0.244,11,15,0.733,N
MIA,2024-01-14,W,240,104,40,81,0.494,11,25,0.44,13,16,0.813,S
PHX,2024-01-14,W,239,127,46,76,0.605,13,28,0.464,22,27,0.815,S
IND,2024-01-14,L,240,109,43,92,0.467,8,29,0.276,15,22,0.682,S
POR,2024-01-14,L,240,116,40,89,0.449,20,42,0.476,16,22,0.727,S
SAC,2024-01-14,L,264,142,55,105,0.524,17,41,0.415,15,20,0.75,S
MIL,2024-01-14,W,265,143,48,92,0.522,20,43,0.465,27,32,0.844,S
MIN,2024-01-14,W,240,109,38,67,0.567,13,26,0.5,20,31,0.645,S
DEN,2024-01-14,W,239,117,46,71,0.648,10,20,0.5,15,23,0.652,S
GSW,2024-01-13,L,240,118,47,98,0.48,15,36,0.417,9,14,0.643,S
OKC,2024-01-13,W,239,112,43,94,0.457,8,36,0.222,18,21,0.857,S
ATL,2024-01-13,L,240,99,32,93,0.344,11,40,0.275,24,33,0.727,N
BOS,2024-01-13,W,239,145,51,95,0.537,24,47,0.511,19,25,0.76,S
MIL,2024-01-13,W,243,129,51,94,0.543,13,31,0.419,14,17,0.824,S
LAL,2024-01-13,L,240,125,46,92,0.5,13,29,0.448,20,24,0.833,S
DAL,2024-01-13,L,239,108,37,82,0.451,15,41,0.366,19,20,0.95,S
HOU,2024-01-13,L,240,113,40,99,0.404,7,30,0.233,26,30,0.867,S
WAS,2024-01-13,W,241,127,47,97,0.485,12,32,0.375,21,26,0.808,S
CHI,2024-01-13,W,239,122,46,90,0.511,15,34,0.441,15,20,0.75,S
NYK,2024-01-13,W,241,106,40,83,0.482,13,38,0.342,13,19,0.684,S
UTA,2024-01-13,W,241,132,42,93,0.452,12,37,0.324,36,39,0.923,S
NOP,2024-01-13,W,241,118,39,79,0.494,12,30,0.4,28,37,0.757,S
ORL,2024-01-13,L,240,100,39,84,0.464,7,35,0.2,15,24,0.625,N
MEM,2024-01-13,L,240,94,36,87,0.414,9,38,0.237,13,15,0.867,N
SAS,2024-01-13,L,240,116,39,95,0.411,18,46,0.391,20,23,0.87,S
ORL,2024-01-12,L,239,96,36,82,0.439,12,40,0.3,12,20,0.6,N
UTA,2024-01-12,W,240,145,52,93,0.559,21,43,0.488,20,26,0.769,S
MIA,2024-01-12,W,239,99,37,83,0.446,8,26,0.308,17,20,0.85,N
DEN,2024-01-12,W,240,125,50,90,0.556,14,33,0.424,11,15,0.733,S
MEM,2024-01-12,L,241,119,41,95,0.432,18,44,0.409,19,27,0.704,S
LAC,2024-01-12,W,240,128,49,89,0.551,15,31,0.484,15,20,0.75,S
POR,2024-01-12,L,240,93,30,77,0.39,10,28,0.357,23,34,0.676,N
CHA,2024-01-12,L,241,99,32,89,0.36,10,34,0.294,25,28,0.893,N
DET,2024-01-12,L,240,110,44,88,0.5,12,35,0.343,10,16,0.625,S
ATL,2024-01-12,L,242,108,40,89,0.449,11,30,0.367,17,23,0.739,S
HOU,2024-01-12,W,240,112,41,90,0.456,8,30,0.267,22,25,0.88,S
MIN,2024-01-12,W,239,116,44,80,0.55,11,31,0.355,17,24,0.708,S
NOP,2024-01-12,L,240,113,42,89,0.472,13,33,0.394,16,22,0.727,S
IND,2024-01-12,W,240,126,53,79,0.671,11,18,0.611,9,12,0.75,S
SAC,2024-01-12,L,242,93,32,95,0.337,8,38,0.211,21,26,0.808,N
GSW,2024-01-12,W,240,140,49,94,0.521,20,47,0.426,22,30,0.733,S
CHI,2024-01-12,L,241,131,50,86,0.581,18,40,0.45,13,16,0.813,S
PHI,2024-01-12,W,237,112,40,93,0.43,15,35,0.429,17,18,0.944,S
SAS,2024-01-12,W,244,135,45,87,0.517,18,38,0.474,27,34,0.794,S
TOR,2024-01-12,L,241,113,35,81,0.432,17,34,0.5,26,37,0.703,S
CLE,2024-01-11,W,241,111,32,82,0.39,13,44,0.295,34,43,0.791,S
BKN,2024-01-11,L,241,102,37,82,0.451,8,27,0.296,20,28,0.714,S
NYK,2024-01-11,L,240,124,44,89,0.494,14,42,0.333,22,28,0.786,S
OKC,2024-01-11,W,241,139,53,93,0.57,14,35,0.4,19,22,0.864,S
BOS,2024-01-11,L,241,102,34,91,0.374,9,35,0.257,25,30,0.833,S
PHX,2024-01-11,W,241,127,46,93,0.495,14,39,0.359,21,23,0.913,S
POR,2024-01-11,L,240,77,28,101,0.277,11,49,0.224,10,16,0.625,N
MIL,2024-01-11,W,241,135,52,92,0.565,18,42,0.429,13,16,0.813,S
DAL,2024-01-11,W,241,128,44,88,0.5,17,41,0.415,23,30,0.767,S
LAL,2024-01-11,L,238,109,40,80,0.5,13,34,0.382,16,25,0.64,S
SAC,2024-01-10,W,242,123,46,89,0.517,13,35,0.371,18,23,0.783,S
NOP,2024-01-10,W,239,141,54,94,0.574,19,40,0.475,14,19,0.737,S
IND,2024-01-10,W,239,112,41,92,0.446,8,25,0.32,22,24,0.917,S
OKC,2024-01-10,W,240,128,51,86,0.593,14,33,0.424,12,16,0.75,S
DET,2024-01-10,L,240,108,44,96,0.458,10,32,0.313,10,13,0.769,S
ATL,2024-01-10,W,265,139,48,102,0.471,12,34,0.353,31,42,0.738,S
CHA,2024-01-10,L,240,98,35,87,0.402,16,38,0.421,12,16,0.75,N
TOR,2024-01-10,L,238,120,46,84,0.548,12,30,0.4,16,18,0.889,S
UTA,2024-01-10,W,238,124,46,83,0.554,13,33,0.394,19,23,0.826,S
MIA,2024-01-10,L,241,120,41,89,0.461,15,36,0.417,23,28,0.821,S
MIN,2024-01-10,L,264,120,44,95,0.463,14,34,0.412,18,20,0.9,S
LAC,2024-01-10,W,240,126,49,93,0.527,15,34,0.441,13,13,1.0,S
GSW,2024-01-10,L,239,105,39,89,0.438,12,39,0.308,15,18,0.833,S
PHI,2024-01-10,L,265,132,46,102,0.451,12,34,0.353,28,33,0.848,S
BOS,2024-01-10,W,263,127,39,90,0.433,19,47,0.404,30,31,0.968,S
HOU,2024-01-10,L,265,119,48,101,0.475,11,45,0.244,12,20,0.6,S
CHI,2024-01-10,W,266,124,42,95,0.442,19,47,0.404,21,25,0.84,S
DEN,2024-01-10,L,240,111,37,81,0.457,13,33,0.394,24,28,0.857,S
WAS,2024-01-10,L,241,104,38,88,0.432,7,31,0.226,21,30,0.7,S
SAS,2024-01-10,W,240,130,49,94,0.521,9,27,0.333,23,27,0.852,S
DAL,2024-01-09,L,240,103,36,82,0.439,9,27,0.333,22,27,0.815,S
NYK,2024-01-09,W,240,112,37,89,0.416,18,48,0.375,20,23,0.87,S
MIN,2024-01-09,W,239,113,43,80,0.538,12,30,0.4,15,19,0.789,S
MEM,2024-01-09,W,240,120,44,91,0.484,14,37,0.378,18,21,0.857,S
POR,2024-01-09,L,241,84,33,86,0.384,6,29,0.207,12,18,0.667,N
DET,2024-01-09,L,242,110,40,85,0.471,14,37,0.378,16,21,0.762,S
SAC,2024-01-09,W,239,131,54,94,0.574,13,33,0.394,10,14,0.714,S
ORL,2024-01-09,L,240,92,34,94,0.362,13,42,0.31,11,18,0.611,N
LAL,2024-01-09,W,241,132,44,81,0.543,16,36,0.444,28,36,0.778,S
TOR,2024-01-09,L,240,131,53,94,0.564,17,35,0.486,8,13,0.615,S
CHI,2024-01-08,W,266,119,45,92,0.489,9,26,0.346,20,24,0.833,S
MIA,2024-01-08,W,239,120,41,82,0.5,15,36,0.417,23,32,0.719,S
PHX,2024-01-08,L,240,111,38,77,0.494,10,30,0.333,25,29,0.862,S
LAC,2024-01-08,W,241,138,53,85,0.624,15,29,0.517,17,23,0.739,S
HOU,2024-01-08,L,240,113,37,88,0.42,14,41,0.341,25,28,0.893,S
BOS,2024-01-08,L,240,131,47,90,0.522,17,35,0.486,20,29,0.69,S
CHA,2024-01-08,L,265,112,40,94,0.426,17,42,0.405,15,17,0.882,S
MIL,2024-01-08,L,240,116,42,94,0.447,17,36,0.472,15,19,0.789,S
IND,2024-01-08,W,240,133,48,91,0.527,19,40,0.475,18,22,0.818,S
OKC,2024-01-08,W,240,136,52,88,0.591,14,28,0.5,18,24,0.75,S
WAS,2024-01-08,L,240,128,44,89,0.494,15,32,0.469,25,29,0.862,S
UTA,2024-01-08,W,239,132,47,90,0.522,20,44,0.455,18,22,0.818,S
CLE,2024-01-07,W,240,117,43,88,0.489,16,43,0.372,15,21,0.714,S
ORL,2024-01-07,W,265,117,43,98,0.439,17,41,0.415,14,22,0.636,S
SAC,2024-01-07,L,240,100,38,91,0.418,15,45,0.333,9,12,0.75,N
SAS,2024-01-07,L,241,115,41,86,0.477,14,37,0.378,19,22,0.864,S
TOR,2024-01-07,W,241,133,55,94,0.585,15,33,0.455,8,14,0.571,S
DEN,2024-01-07,W,237,131,47,80,0.588,10,27,0.37,27,31,0.871,S
DAL,2024-01-07,W,240,115,43,95,0.453,15,40,0.375,14,20,0.7,S
MEM,2024-01-07,W,241,121,43,97,0.443,17,49,0.347,18,24,0.75,S
LAC,2024-01-07,L,240,103,36,91,0.396,14,37,0.378,17,19,0.895,S
ATL,2024-01-07,L,265,110,42,91,0.462,9,30,0.3,17,29,0.586,S
NOP,2024-01-07,W,239,133,50,82,0.61,19,35,0.543,14,16,0.875,S
PHX,2024-01-07,L,238,115,46,102,0.451,8,28,0.286,15,22,0.682,S
GSW,2024-01-07,L,241,118,45,100,0.45,14,46,0.304,14,15,0.933,S
BKN,2024-01-07,L,266,127,46,91,0.505,14,37,0.378,21,25,0.84,S
DET,2024-01-07,L,240,114,42,89,0.472,9,24,0.375,21,30,0.7,S
LAL,2024-01-07,W,240,106,42,82,0.512,11,29,0.379,11,16,0.688,S
MIN,2024-01-07,L,240,108,41,94,0.436,13,41,0.317,13,21,0.619,S
POR,2024-01-07,W,265,134,45,95,0.474,20,38,0.526,24,30,0.8,S
MIL,2024-01-06,L,239,108,35,76,0.461,9,34,0.265,29,42,0.69,S
NYK,2024-01-06,W,240,121,43,87,0.494,14,36,0.389,21,24,0.875,S
IND,2024-01-06,L,240,101,38,92,0.413,8,42,0.19,17,22,0.773,S
PHI,2024-01-06,L,239,109,42,104,0.404,7,38,0.184,18,23,0.783,S
BOS,2024-01-06,W,240,118,46,90,0.511,16,41,0.39,10,19,0.526,S
HOU,2024-01-06,W,239,112,36,83,0.434,13,34,0.382,27,32,0.844,S
WAS,2024-01-06,L,240,105,40,85,0.471,13,37,0.351,12,20,0.6,S
UTA,2024-01-06,W,240,120,46,80,0.575,8,30,0.267,20,24,0.833,S
DEN,2024-01-05,L,239,120,48,95,0.505,9,33,0.273,15,19,0.789,S
MIA,2024-01-05,L,240,97,34,83,0.41,10,37,0.27,19,22,0.864,N
DET,2024-01-05,L,240,109,44,98,0.449,13,44,0.295,8,10,0.8,S
CLE,2024-01-05,W,241,114,41,77,0.532,16,33,0.485,16,23,0.696,S
LAC,2024-01-05,W,239,111,40,82,0.488,15,36,0.417,16,20,0.8,S
PHI,2024-01-05,L,239,92,33,81,0.407,6,23,0.261,20,27,0.741,N
DAL,2024-01-05,W,240,139,56,96,0.583,17,38,0.447,10,15,0.667,S
BKN,2024-01-05,W,240,124,41,91,0.451,14,39,0.359,28,33,0.848,S
POR,2024-01-05,L,241,103,39,95,0.411,13,40,0.325,12,17,0.706,S
LAL,2024-01-05,L,240,113,42,85,0.494,10,28,0.357,19,27,0.704,S
MIN,2024-01-05,W,241,122,46,88,0.523,14,33,0.424,16,20,0.8,S
CHI,2024-01-05,W,240,104,40,74,0.541,10,28,0.357,14,17,0.824,S
HOU,2024-01-05,L,240,95,36,90,0.4,12,32,0.375,11,15,0.733,N
NYK,2024-01-05,W,240,128,43,89,0.483,18,41,0.439,24,25,0.96,S
NOP,2024-01-05,L,238,95,33,92,0.359,12,29,0.414,17,23,0.739,N
OKC,2024-01-05,L,241,115,45,84,0.536,9,31,0.29,16,24,0.667,S
MEM,2024-01-05,W,240,127,44,82,0.537,23,45,0.511,16,20,0.8,S
TOR,2024-01-05,L,240,130,47,87,0.54,13,37,0.351,23,27,0.852,S
WAS,2024-01-05,L,237,90,35,84,0.417,9,30,0.3,11,15,0.733,N
BOS,2024-01-05,W,240,126,39,90,0.433,17,49,0.347,31,36,0.861,S
ATL,2024-01-05,L,238,116,40,93,0.43,10,42,0.238,26,30,0.867,S
CHA,2024-01-05,L,240,91,36,89,0.404,10,34,0.294,9,12,0.75,N
UTA,2024-01-05,L,239,97,34,94,0.362,6,34,0.176,23,34,0.676,N
ORL,2024-01-05,W,242,122,41,82,0.5,17,36,0.472,23,34,0.676,S
IND,2024-01-05,W,240,150,60,94,0.638,19,39,0.487,11,13,0.846,S
PHX,2024-01-05,W,240,113,44,87,0.506,14,35,0.4,11,17,0.647,S
SAC,2024-01-05,W,240,135,52,100,0.52,21,38,0.553,10,15,0.667,S
GSW,2024-01-05,W,242,113,38,82,0.463,16,38,0.421,21,25,0.84,S
MIL,2024-01-04,W,240,125,49,92,0.533,12,34,0.353,15,19,0.789,S
GSW,2024-01-04,L,240,127,49,90,0.544,15,36,0.417,14,16,0.875,S
SAS,2024-01-04,L,241,121,46,95,0.484,14,40,0.35,15,17,0.882,S
DEN,2024-01-04,W,238,130,48,85,0.565,9,26,0.346,25,29,0.862,S
NOP,2024-01-03,W,240,117,45,81,0.556,12,26,0.462,15,17,0.882,S
HOU,2024-01-03,W,241,112,37,76,0.487,19,39,0.487,19,27,0.704,S
CHI,2024-01-03,L,241,100,37,89,0.416,13,32,0.406,13,16,0.813,N
PHX,2024-01-03,L,240,122,42,79,0.532,15,35,0.429,23,26,0.885,S
MIA,2024-01-03,W,242,110,41,93,0.441,16,42,0.381,12,17,0.706,S
BKN,2024-01-03,L,239,101,36,93,0.387,13,44,0.295,16,26,0.615,S
OKC,2024-01-03,L,240,138,50,91,0.549,18,36,0.5,20,26,0.769,S
MIN,2024-01-03,L,239,106,37,82,0.451,10,31,0.323,22,27,0.815,S
SAC,2024-01-03,W,289,138,51,105,0.486,15,40,0.375,21,31,0.677,S
ATL,2024-01-03,W,240,141,48,95,0.505,14,39,0.359,31,33,0.939,S
ORL,2024-01-03,L,290,135,44,90,0.489,25,44,0.568,22,27,0.815,S
MIL,2024-01-03,L,240,130,46,92,0.5,14,37,0.378,24,32,0.75,S
MEM,2024-01-03,L,241,111,40,94,0.426,15,42,0.357,16,19,0.842,S
NYK,2024-01-03,W,239,116,46,89,0.517,15,38,0.395,9,11,0.818,S
DET,2024-01-03,L,265,148,56,105,0.533,19,41,0.463,17,22,0.773,S
LAL,2024-01-03,L,241,96,35,83,0.422,4,30,0.133,22,24,0.917,N
TOR,2024-01-03,W,239,116,41,85,0.482,12,26,0.462,22,27,0.815,S
WAS,2024-01-03,L,241,101,42,101,0.416,12,35,0.343,5,11,0.455,S
DAL,2024-01-03,W,240,126,42,84,0.5,13,30,0.433,29,41,0.707,S
UTA,2024-01-03,W,266,154,53,103,0.515,16,32,0.5,32,35,0.914,S
IND,2024-01-03,W,240,142,50,90,0.556,14,35,0.4,28,34,0.824,S
CLE,2024-01-03,W,241,140,54,101,0.535,20,42,0.476,12,16,0.75,S
POR,2024-01-03,L,240,97,34,87,0.391,13,40,0.325,16,22,0.727,N
LAC,2024-01-03,W,240,131,42,76,0.553,18,34,0.529,29,32,0.906,S
SAC,2024-01-02,L,240,104,40,92,0.435,14,36,0.389,10,17,0.588,S
OKC,2024-01-02,W,240,127,48,91,0.527,18,40,0.45,13,17,0.765,S
MEM,2024-01-02,W,239,106,37,80,0.463,12,38,0.316,20,25,0.8,S
BKN,2024-01-02,L,239,85,35,98,0.357,11,43,0.256,4,8,0.5,N
GSW,2024-01-02,W,239,121,42,78,0.538,13,35,0.371,24,37,0.649,S
SAS,2024-01-02,L,238,98,36,85,0.424,10,31,0.323,16,23,0.696,N
PHI,2024-01-02,W,239,110,38,80,0.475,12,30,0.4,22,30,0.733,S
NOP,2024-01-02,W,241,112,41,88,0.466,16,39,0.41,14,18,0.778,S
ORL,2024-01-02,L,240,115,41,92,0.446,14,36,0.389,19,23,0.826,S
BOS,2024-01-02,L,241,123,42,92,0.457,15,40,0.375,24,29,0.828,S
CHA,2024-01-02,W,239,111,42,82,0.512,12,34,0.353,15,19,0.789,S
CHI,2024-01-02,L,240,97,37,96,0.385,7,37,0.189,16,23,0.696,N
UTA,2024-01-01,W,242,127,49,96,0.51,12,44,0.273,17,18,0.944,S
PHX,2024-01-01,W,241,109,38,80,0.475,11,29,0.379,22,33,0.667,S
MIN,2024-01-01,L,241,106,36,76,0.474,11,28,0.393,23,29,0.793,S
NYK,2024-01-01,W,240,112,39,89,0.438,12,34,0.353,22,28,0.786,S
DEN,2024-01-01,W,242,111,41,83,0.494,15,38,0.395,14,18,0.778,S
CLE,2024-01-01,L,239,121,43,89,0.483,12,36,0.333,23,26,0.885,S
MIL,2024-01-01,L,241,113,41,93,0.441,10,40,0.25,21,26,0.808,S
DAL,2024-01-01,L,241,90,37,93,0.398,11,40,0.275,5,10,0.5,N
CHA,2024-01-01,L,240,93,36,86,0.419,10,26,0.385,11,16,0.688,N
DET,2024-01-01,L,239,113,40,83,0.482,13,29,0.448,20,27,0.741,S
MIA,2024-01-01,L,241,104,35,83,0.422,11,34,0.324,23,29,0.793,S
HOU,2024-01-01,W,240,136,51,91,0.56,15,35,0.429,19,24,0.792,S
IND,2024-01-01,W,240,122,43,97,0.443,5,35,0.143,31,38,0.816,S
POR,2024-01-01,L,239,88,33,80,0.413,8,30,0.267,14,19,0.737,N
TOR,2024-01-01,W,239,124,42,87,0.483,11,30,0.367,29,40,0.725,S
LAC,2024-01-01,W,241,121,47,80,0.588,14,29,0.483,13,14,0.929,S
MEM,2023-12-31,L,241,92,30,82,0.366,12,40,0.3,20,28,0.714,N
OKC,2023-12-31,W,242,124,45,83,0.542,18,33,0.545,16,20,0.8,S
ATL,2023-12-31,W,240,130,47,95,0.495,12,32,0.375,24,37,0.649,S
LAL,2023-12-31,L,240,109,39,82,0.476,10,32,0.313,21,25,0.84,S
PHX,2023-12-31,W,241,112,44,88,0.5,8,27,0.296,16,19,0.842,S
BKN,2023-12-31,L,241,108,38,100,0.38,12,46,0.261,20,31,0.645,S
SAC,2023-12-31,W,239,123,47,92,0.511,16,33,0.485,13,17,0.765,S
NOP,2023-12-31,W,240,129,45,87,0.517,17,34,0.5,22,27,0.815,S
ORL,2023-12-31,L,240,107,42,90,0.467,12,37,0.324,11,12,0.917,S
WAS,2023-12-31,L,241,126,46,98,0.469,17,53,0.321,17,21,0.81,S
SAS,2023-12-31,L,241,101,40,94,0.426,12,45,0.267,9,12,0.75,S
BOS,2023-12-31,W,240,134,51,95,0.537,15,42,0.357,17,22,0.773,S
TOR,2023-12-30,L,239,127,46,91,0.505,12,24,0.5,23,28,0.821,S
UTA,2023-12-30,W,241,117,43,93,0.462,11,41,0.268,20,28,0.714,S
MIN,2023-12-30,W,239,108,38,76,0.5,12,34,0.353,20,24,0.833,S
MIA,2023-12-30,L,241,109,34,78,0.436,9,31,0.29,32,40,0.8,S
LAL,2023-12-30,L,239,106,37,88,0.42,7,24,0.292,25,32,0.781,S
IND,2023-12-30,W,240,140,50,85,0.588,23,43,0.535,17,21,0.81,S
DAL,2023-12-30,W,241,132,49,88,0.557,16,40,0.4,18,22,0.818,S
DET,2023-12-30,W,240,129,41,82,0.5,12,28,0.429,35,40,0.875,S
GSW,2023-12-30,L,240,122,47,103,0.456,19,48,0.396,9,13,0.692,S
CHI,2023-12-30,W,239,105,40,79,0.506,7,25,0.28,18,30,0.6,S
PHI,2023-12-30,L,239,92,36,92,0.391,9,38,0.237,11,15,0.733,N
NYK,2023-12-30,L,240,126,45,95,0.474,17,37,0.459,19,27,0.704,S
PHX,2023-12-29,W,240,133,46,74,0.622,18,30,0.6,23,24,0.958,S
LAC,2023-12-29,W,240,117,43,87,0.494,11,39,0.282,20,25,0.8,S
WAS,2023-12-29,W,241,110,46,91,0.505,15,38,0.395,3,7,0.429,S
CHA,2023-12-29,L,240,119,44,92,0.478,23,46,0.5,8,8,1.0,S
SAS,2023-12-29,L,241,128,48,94,0.511,14,33,0.424,18,25,0.72,S
MIL,2023-12-29,W,241,119,41,80,0.513,12,29,0.414,25,28,0.893,S
BKN,2023-12-29,L,239,104,39,91,0.429,9,28,0.321,17,27,0.63,S
BOS,2023-12-29,W,239,120,43,88,0.489,17,39,0.436,17,20,0.85,S
PHI,2023-12-29,W,240,131,45,86,0.523,12,33,0.364,29,33,0.879,S
ORL,2023-12-29,W,239,117,40,89,0.449,7,33,0.212,30,40,0.75,S
SAC,2023-12-29,W,241,117,46,89,0.517,17,45,0.378,8,15,0.533,S
MEM,2023-12-29,L,240,106,38,87,0.437,13,40,0.325,17,20,0.85,S
DEN,2023-12-29,L,240,93,36,85,0.424,10,37,0.27,11,15,0.733,N
CLE,2023-12-29,L,239,111,49,103,0.476,6,43,0.14,7,9,0.778,S
POR,2023-12-29,W,240,134,48,95,0.505,16,27,0.593,22,27,0.815,S
OKC,2023-12-29,W,240,119,46,91,0.505,12,35,0.343,15,16,0.938,S
NYK,2023-12-29,L,240,108,38,86,0.442,6,30,0.2,26,29,0.897,S
TOR,2023-12-29,L,240,118,44,95,0.463,17,44,0.386,13,20,0.65,S
HOU,2023-12-29,L,240,127,49,91,0.538,14,30,0.467,15,21,0.714,S
ATL,2023-12-29,L,239,110,37,94,0.394,15,43,0.349,21,25,0.84,S
MEM,2023-12-28,L,240,105,37,89,0.416,13,35,0.371,18,25,0.72,S
GSW,2023-12-28,L,241,102,37,88,0.42,8,33,0.242,20,25,0.8,S
LAL,2023-12-28,W,240,133,52,97,0.536,15,30,0.5,14,14,1.0,S
IND,2023-12-28,W,241,120,43,85,0.506,19,42,0.452,15,22,0.682,S
DEN,2023-12-28,W,242,142,55,96,0.573,20,41,0.488,12,14,0.857,S
MIN,2023-12-28,W,240,118,38,74,0.514,17,33,0.515,25,34,0.735,S
POR,2023-12-28,L,241,105,35,101,0.347,11,36,0.306,24,32,0.75,S
CHI,2023-12-28,L,240,104,40,97,0.412,7,27,0.259,17,22,0.773,S
NOP,2023-12-28,W,240,112,45,82,0.549,10,27,0.37,12,15,0.8,S
DAL,2023-12-28,L,240,110,40,90,0.444,14,33,0.424,16,19,0.842,S
DET,2023-12-28,L,266,122,48,101,0.475,14,43,0.326,12,19,0.632,S
BOS,2023-12-28,W,266,128,48,99,0.485,11,39,0.282,21,25,0.84,S
CHA,2023-12-28,L,240,112,40,85,0.471,15,33,0.455,17,28,0.607,S
SAS,2023-12-28,W,241,118,41,85,0.482,10,36,0.278,26,28,0.929,S
UTA,2023-12-28,L,240,105,36,85,0.424,12,39,0.308,21,25,0.84,S
MIA,2023-12-28,W,241,114,44,91,0.484,10,31,0.323,16,22,0.727,S
PHX,2023-12-27,W,240,129,47,82,0.573,14,33,0.424,21,26,0.808,S
NYK,2023-12-27,L,241,120,41,82,0.5,14,34,0.412,24,30,0.8,S
BKN,2023-12-27,L,240,122,45,101,0.446,7,32,0.219,25,29,0.862,S
WAS,2023-12-27,L,241,102,42,90,0.467,8,33,0.242,10,15,0.667,S
TOR,2023-12-27,W,239,132,52,91,0.571,15,38,0.395,13,19,0.684,S
PHI,2023-12-27,W,240,112,45,96,0.469,10,28,0.357,12,17,0.706,S
DAL,2023-12-27,L,241,110,39,88,0.443,10,37,0.27,22,26,0.846,S
MIL,2023-12-27,W,240,144,52,89,0.584,23,51,0.451,17,23,0.739,S
HOU,2023-12-27,L,240,113,40,96,0.417,17,41,0.415,16,22,0.727,S
ORL,2023-12-27,L,239,92,31,79,0.392,9,33,0.273,21,24,0.875,N
CLE,2023-12-27,W,241,113,40,92,0.435,17,43,0.395,16,23,0.696,S
OKC,2023-12-27,W,240,129,49,90,0.544,14,32,0.438,17,22,0.773,S
WAS,2023-12-26,L,240,119,43,87,0.494,16,42,0.381,17,21,0.81,S
ATL,2023-12-26,L,239,113,41,89,0.461,13,45,0.289,18,21,0.857,S
ORL,2023-12-26,W,240,127,49,93,0.527,12,26,0.462,17,25,0.68,S
SAC,2023-12-26,L,240,113,45,93,0.484,10,42,0.238,13,16,0.813,S
SAS,2023-12-26,L,240,118,44,98,0.449,16,35,0.457,14,21,0.667,S
NOP,2023-12-26,L,266,115,42,97,0.433,10,31,0.323,21,33,0.636,S
CHI,2023-12-26,W,239,118,42,92,0.457,7,25,0.28,27,31,0.871,S
HOU,2023-12-26,L,241,117,47,97,0.485,5,24,0.208,18,22,0.818,S
OKC,2023-12-26,W,239,129,49,81,0.605,18,39,0.462,13,16,0.813,S
POR,2023-12-26,W,241,130,49,98,0.5,16,40,0.4,16,20,0.8,S
BKN,2023-12-26,W,240,118,41,82,0.5,9,22,0.409,27,43,0.628,S
DET,2023-12-26,L,242,112,40,90,0.444,9,25,0.36,23,32,0.719,S
MIN,2023-12-26,L,241,106,34,73,0.466,12,27,0.444,26,32,0.813,S
CHA,2023-12-26,L,239,104,43,93,0.462,6,29,0.207,12,16,0.75,S
IND,2023-12-26,W,241,123,43,82,0.524,19,43,0.442,18,21,0.857,S
UTA,2023-12-26,W,239,130,47,95,0.495,16,43,0.372,20,22,0.909,S
LAC,2023-12-26,W,239,113,40,85,0.471,14,34,0.412,19,25,0.76,S
MEM,2023-12-26,W,265,116,39,90,0.433,11,46,0.239,27,32,0.844,S
DEN,2023-12-25,W,241,120,40,82,0.488,14,34,0.412,26,32,0.813,S
BOS,2023-12-25,W,240,126,46,91,0.505,13,42,0.31,21,28,0.75,S
PHX,2023-12-25,L,240,114,40,90,0.444,14,41,0.341,20,25,0.8,S
DAL,2023-12-25,W,240,128,45,84,0.536,16,44,0.364,22,30,0.733,S
PHI,2023-12-25,L,243,113,40,94,0.426,17,45,0.378,16,25,0.64,S
MIL,2023-12-25,L,241,122,45,95,0.474,13,42,0.31,19,24,0.792,S
GSW,2023-12-25,L,240,114,40,87,0.46,14,40,0.35,20,23,0.87,S
LAL,2023-12-25,L,240,115,43,90,0.478,13,32,0.406,16,21,0.762,S
NYK,2023-12-25,W,240,129,50,92,0.543,8,26,0.308,21,26,0.808,S
MIA,2023-12-25,W,239,119,40,84,0.476,12,32,0.375,27,35,0.771,S
NOP,2023-12-23,L,240,104,38,82,0.463,8,31,0.258,20,29,0.69,S
LAC,2023-12-23,L,240,108,41,89,0.461,11,34,0.324,15,15,1.0,S
DET,2023-12-23,L,239,115,39,79,0.494,15,35,0.429,22,29,0.759,S
GSW,2023-12-23,W,241,126,48,83,0.578,10,33,0.303,20,24,0.833,S
OKC,2023-12-23,L,239,120,46,95,0.484,13,41,0.317,15,19,0.789,S
ORL,2023-12-23,W,239,117,39,73,0.534,6,18,0.333,33,41,0.805,S
CLE,2023-12-23,W,241,109,39,88,0.443,12,45,0.267,19,26,0.731,S
DEN,2023-12-23,W,242,102,39,90,0.433,12,30,0.4,12,14,0.857,S
CHA,2023-12-23,L,239,95,34,88,0.386,8,28,0.286,19,23,0.826,N
SAC,2023-12-23,L,239,98,37,85,0.435,8,33,0.242,16,21,0.762,N
UTA,2023-12-23,W,241,126,48,91,0.527,17,38,0.447,13,14,0.929,S
NYK,2023-12-23,L,240,111,41,93,0.441,9,29,0.31,20,21,0.952,S
TOR,2023-12-23,L,240,119,45,94,0.479,13,32,0.406,16,19,0.842,S
LAL,2023-12-23,W,240,129,47,90,0.522,16,32,0.5,19,23,0.826,S
SAS,2023-12-23,L,239,119,44,98,0.449,14,45,0.311,17,24,0.708,S
DAL,2023-12-23,W,241,144,52,100,0.52,23,45,0.511,17,21,0.81,S
